SELLER_TYPE,PRIX,NEUKOLLN_DEFAULT_CC_AGENCE_TEL,AGENCE_NOM,M2_TOTALE,ID_CLIENT,VILLE,CP,CATEGORIE,NEUF_IND,NEUKOLLN_ORIGINAL_PHONE_AGENCE_TEL,ANNONCE_LINK,NEUKOLLN_FROM_LISTING_PAGE,ANNONCE_TEXT,NOM,ACHAT_LOC,FROM_SITE,DEPARTEMENT,ANNONCE_DATE,AGENCE_CONTACT,MAISON_APT,PHOTO,PAYS_AD,AGENCE_TEL
pro,2108,FR,Malsch Properties,182,13239,Toussieu,69780,entrepot,N,FR,https://www.geolocaux.com/location/entrepot/toussieu-69780/location-entrepot-182-m2-non-divisible-13239.html,https://www.geolocaux.com/sitemap_entrepot.xml,"Toussieu, local d activite entierement renove disposant de 182 m2 d activite et de 128 m2 de bureaux sur deux niveaux. A louer 2100 E ht / mois charges incluses ATTENTION LES PRIX DE NOS OFFRES SONT AFFICHES HORS TAXES ET HORS CHARGES Afficher notre bar?me d'honoraires Afficher notre bar?me d'honoraires Afficher notre bar?me d'honoraires",Location Entrepôt 182 m² - Toussieu (69780),2,www.geolocaux.com,69,2019-02-18 00:00:00,Malsch Properties,,5,FR,0481681788
pro,1925,FR,Valteos,300,6241,Croissy-Beaubourg,77183,entrepot,N,FR,https://www.geolocaux.com/location/entrepot/croissy-beaubourg-77183/location-entrepot-300-m2-non-divisible-6241.html,https://www.geolocaux.com/sitemap_entrepot.xml,"Au sein d'un parc sécurisé à proximité de l'autoroute A4, VALTEOS vous propose un local d'activités de 300 m² à la location. Accès de plain-pied via porte sectionnelle.",Location Entrepôt 300 m² - Croissy-Beaubourg (77183),2,www.geolocaux.com,77,2019-02-18 00:00:00,Lucie SEPTEMBRE,,5,FR,0185530032
pro,4001,FR,Malsch Properties,485,13241,Grézieu-la-Varenne,69290,entrepot,N,FR,https://www.geolocaux.com/location/entrepot/grezieu-la-varenne-69290/location-entrepot-485-m2-divisible-13241.html,https://www.geolocaux.com/sitemap_entrepot.xml,lgrezieu la varenne - locaux d activite recents disponibles a la lcoation de 770 m2 environ comprenant des bureuax d accompagnement de bonnes qualites. ATTENTION LES PRIX DE NOS OFFRES SONT AFFICHES HORS TAXES ET HORS CHARGES Afficher notre bar?me d'honoraires Afficher notre bar?me d'honoraires Afficher notre bar?me d'honoraires,Location Entrepôt 485 m² - Grézieu-la-Varenne (69290),2,www.geolocaux.com,69,2019-02-18 00:00:00,Malsch Properties,,5,FR,0481681788
pro,1535,FR,Malsch Properties,190,19964,Vénissieux,69200,entrepot,N,FR,https://www.geolocaux.com/location/entrepot/venissieux-69200/location-entrepot-206-m2-non-divisible-19964.html,https://www.geolocaux.com/sitemap_entrepot.xml,"Venissieux 69200 A louer - Local d activite de 276m2 environ comprenant 190m2 de surface d activite et 67m2 de bureaux. Ce local situe le long d un axe frequente permet l installation d une enseigne. Il comprend 2 portes sectionelles, un espace de chargement et 3 bureaux cloisonnes. Idealement situe proche du Boulevard Peripherique des autoroutes et du Tramway T4. Le plus : un sous sol de 85m2 permettant d offrir un espace de stockage complementaire. # Contact Jerome GONTIER 06-63-29-85-18 ATTENTION LES PRIX DE NOS OFFRES SONT AFFICHES HORS TAXES ET HORS CHARGES Afficher notre bar?me d'honoraires Afficher notre bar?me d'honoraires Afficher notre bar?me d'honoraires",Location Entrepôt 190 m² - Vénissieux (69200),2,www.geolocaux.com,69,2019-02-18 00:00:00,Malsch Properties,,5,FR,0481681788
pro,70000,FR,Malsch Properties,69,23454,Saint-Étienne,42000,entrepot,N,FR,https://www.geolocaux.com/vente/entrepot/saint-etienne-42000/vente-entrepot-69-m2-non-divisible-23454.html,https://www.geolocaux.com/sitemap_entrepot.xml,"A vendre T3, immeuble annees 90, tres bien situe, tout proche centre ville de Saint-Etienne, quartier le clapier, a 1 km a peine de la place Jean Jaures. 2eme etage, une entree, un salon avec balcon, 2 chambres, une salle de bain, un wc separe, une cave +un garage. Tres belle vue parfaitement degagee. Quartier calme. Pour les visites contacter Beatrice PEREIRA au 06 66 56 33 47. ATTENTION LES PRIX DE NOS OFFRES SONT AFFICHES HORS TAXES ET HORS CHARGES Afficher notre bar?me d'honoraires Afficher notre bar?me d'honoraires Afficher notre bar?me d'honoraires",Vente Entrepôt 69 m² - Saint-Étienne (42000),1,www.geolocaux.com,42,2019-02-18 00:00:00,Malsch Properties,,,FR,0481681788
pro,4372,FR,Malsch Properties,477,19558,Rillieux-la-Pape,69140,entrepot,N,FR,https://www.geolocaux.com/location/entrepot/rillieux-la-pape-69140/location-entrepot-477-m2-divisible-19558.html,https://www.geolocaux.com/sitemap_entrepot.xml,"rillieux la pape 69140, a louer local d activite de 280m2 d atelier a louer. ces locaux de stockage ou de petite production sont equipe d une porte sectionnelle et de parkings exterieurs privatifs. possibilite de stockage complementaire + bureaux attenant. Disponible a la location immediatement. #Votre contact : Charles CANDAT 06.63.56.09.25. [email protected] ATTENTION LES PRIX DE NOS OFFRES SONT AFFICHES HORS TAXES ET HORS CHARGES Afficher notre bar?me d'honoraires Afficher notre bar?me d'honoraires Afficher notre bar?me d'honoraires",Location Entrepôt 477 m² - Rillieux-la-Pape (69140),2,www.geolocaux.com,69,2019-02-18 00:00:00,Malsch Properties,,5,FR,0481681788
pro,2525,FR,Malsch Properties,1515,13243,Décines-Charpieu,69150,entrepot,N,FR,https://www.geolocaux.com/location/entrepot/decines-charpieu-69150/location-entrepot-1515-m2-divisible-13243.html,https://www.geolocaux.com/sitemap_entrepot.xml,"Decines - Charpieu, 69150. A louer, locaux d activites et bureaux, a proximite de l avenue Roosevelt, du peripherique Laurent Bonnevay et du futur BUE(Boulevard urbain Est). Location de belles prestations situees dans un parc d activites avec gardien, video surveillance. Surface de 2271 m2 divisible en cellules de 193m2 a 1500 m2. Porte d acces de plain-pied Bureaux cloisonnes. Parkings exterieurs prevus. Disponibilite location immediate selon les lots ATTENTION LES PRIX DE NOS OFFRES SONT AFFICHES HORS TAXES ET HORS CHARGES Afficher notre bar?me d'honoraires Afficher notre bar?me d'honoraires Afficher notre bar?me d'honoraires",Location Entrepôt 1 515 m² - Décines-Charpieu (69150),2,www.geolocaux.com,69,2019-02-18 00:00:00,Malsch Properties,,5,FR,0481681788
pro,5772080,FR,Malsch Properties,4392,20457,Corbas,69960,entrepot,N,FR,https://www.geolocaux.com/vente/entrepot/corbas-69960/vente-entrepot-4392-m2-divisible-20457.html,https://www.geolocaux.com/sitemap_entrepot.xml,"Corbas 69960 Rare a vendre a louer en bordure du Boulevard Urbain Sud, au sein d un parc neuf, locaux d activites a partir de 217 m2 disponible a l ete 2015. Tres belles prestations, locaux d activites equipes de porte sectionales et certains de quais ATTENTION LES PRIX DE NOS OFFRES SONT AFFICHES HORS TAXES ET HORS CHARGES Afficher notre bar?me d'honoraires Afficher notre bar?me d'honoraires Afficher notre bar?me d'honoraires",Vente Entrepôt 4 392 m² - Corbas (69960),1,www.geolocaux.com,69,2019-02-18 00:00:00,Malsch Properties,,5,FR,0481681788
pro,595000,FR,Malsch Properties,750,19055,Cessieu,38110,entrepot,N,FR,https://www.geolocaux.com/vente/entrepot/cessieu-38110/vente-entrepot-750-m2-divisible-19055.html,https://www.geolocaux.com/sitemap_entrepot.xml,"cessieu a vendre, tres beau local d activite de 750m2 d atelier et 250m2 de bureaux et locaux sociaux disponibles a la vente. ces locaux d activite ideal pour de la production ou du stockage sont disponible a l achat rapidement apres accord. l entrepot est compose de 3 portes de plain pied. mezzanine et archives disponibles. l ensemble est eleve sur un terrain de 2283m2. Possibilite de location et de division. nous consulter.#Votre contact : Charles CANDAT 06.63.56.09.25. [email protected] ATTENTION LES PRIX DE NOS OFFRES SONT AFFICHES HORS TAXES ET HORS CHARGES Afficher notre bar?me d'honoraires Afficher notre bar?me d'honoraires Afficher notre bar?me d'honoraires",Vente Entrepôt 750 m² - Cessieu (38110),1,www.geolocaux.com,38,2019-02-18 00:00:00,Malsch Properties,,5,FR,0481681788
pro,6000,FR,Malsch Properties,1200,23230,Saint-Priest,69800,entrepot,N,FR,https://www.geolocaux.com/location/entrepot/saint-priest-69800/location-entrepot-1200-m2-divisible-23230.html,https://www.geolocaux.com/sitemap_entrepot.xml,"69800 Saint Priest. A louer local d activite de 1200 m2 divisible a partir de 400 m2. Grand terrain de 3000 m2 environ pour parkings ou stockage exterieur. Le batiment est en cours de renovation, la toiture est refaite a neuf et isolee. Possiblite d amenagements de bureaux en fonction des besoins. Hauteur sous ferme de 5 m, 2 portails coulissants, electricite en triphase 380 W. Tres bonne situation, Route de Grenoble, acces grand axes : A43, peripherique, Rocade Est... ATTENTION LES PRIX DE NOS OFFRES SONT AFFICHES HORS TAXES ET HORS CHARGES Afficher notre bar?me d'honoraires Afficher notre bar?me d'honoraires Afficher notre bar?me d'honoraires",Location Entrepôt 1 200 m² - Saint-Priest (69800),2,www.geolocaux.com,69,2019-02-18 00:00:00,Malsch Properties,,5,FR,0481681788
pro,5153,FR,Malsch Properties,1995,18176,Brignais,69530,entrepot,N,FR,https://www.geolocaux.com/location/entrepot/brignais-69530/location-entrepot-1995-m2-divisible-18176.html,https://www.geolocaux.com/sitemap_entrepot.xml,Brignais a louer local d activite de 1000 environ m2 disponible a la location situe sur l arriere du batiment principale ex TOP LOC a BRIGNAIS. Loyer tres attractif car batiment en l etat. travaux de raffraichissement a prevoir. votre contact : Charles CANDAT 06.63.56.09.25. [email protected] ATTENTION LES PRIX DE NOS OFFRES SONT AFFICHES HORS TAXES ET HORS CHARGES Afficher notre bar?me d'honoraires Afficher notre bar?me d'honoraires Afficher notre bar?me d'honoraires,Location Entrepôt 1 995 m² - Brignais (69530),2,www.geolocaux.com,69,2019-02-18 00:00:00,Malsch Properties,,5,FR,0481681788
pro,,FR,Malsch Properties,260,14498,Champagne-au-Mont-d'Or,69410,entrepot,N,FR,https://www.geolocaux.com/location/entrepot/champagne-au-mont-d-or-69410/location-entrepot-260-m2-non-divisible-14498.html,https://www.geolocaux.com/sitemap_entrepot.xml,"Champagne-au mont-d or. 69410. A louer, au sein d un parc mixte arbore de grand standing, tres bel emplacement, securise. Bat D : 260 m2 d activite en RDC + 215 m2 de bureaux Sandrine COURSAT-LAURENT Mob: 06 27 42 47 92 Mail : [email protected] ATTENTION LES PRIX DE NOS OFFRES SONT AFFICHES HORS TAXES ET HORS CHARGES Afficher notre bar?me d'honoraires Afficher notre bar?me d'honoraires Afficher notre bar?me d'honoraires",Location Entrepôt 260 m² - Champagne-au-Mont-d'Or (69410),2,www.geolocaux.com,69,2019-02-18 00:00:00,Malsch Properties,,5,FR,0481681788
pro,12166,FR,Malsch Properties,1000,14247,Pierre-Bénite,69310,entrepot,N,FR,https://www.geolocaux.com/location/entrepot/pierre-benite-69310/location-entrepot-1000-m2-non-divisible-14247.html,https://www.geolocaux.com/sitemap_entrepot.xml,"Local industriel a louer 69310 Pierre Benite ,1000 m2 activite stockage + 450 m2 bureaux cloisonnes divisibles en bon etat, locaux sociaux, avec vaste terrain privatif 10 000m2 plat et clos, acces direct A7 et A450 et visibilite autoroute, 10 minutes metro Oullins Ligne B, 15 minutes gare TGV,25 minutes Aeroport St Exupery. Bonne desserte transport en communs TCL. Toutes activites possibles ideal si besoin espaces exterieurs.Rare. Plus de details: ref 14 6 ATTENTION LES PRIX DE NOS OFFRES SONT AFFICHES HORS TAXES ET HORS CHARGES Afficher notre bar?me d'honoraires Afficher notre bar?me d'honoraires Afficher notre bar?me d'honoraires",Location Entrepôt 1 000 m² - Pierre-Bénite (69310),2,www.geolocaux.com,69,2019-02-18 00:00:00,Malsch Properties,,5,FR,0481681788
pro,4600,FR,Malsch Properties,800,14152,Brignais,69530,entrepot,N,FR,https://www.geolocaux.com/location/entrepot/brignais-69530/location-entrepot-800-m2-divisible-14152.html,https://www.geolocaux.com/sitemap_entrepot.xml,"BRIGNAIS. 69530. A louer batiment industriel de 800 m2 sur son terrain avec 2 acces PL. Le batiment dispose de 2 portes sectionnelles, une hauteur minimum de 7 m. Le batiment est chauffe par la dalle. La toiture isolee est en parfait etat. Possibilite d installer un pont roulant. Vestiares et douches. Acces immediat a l A450. Votre contact Mathieu BONNEFOY 06 98 46 59 87 ATTENTION LES PRIX DE NOS OFFRES SONT AFFICHES HORS TAXES ET HORS CHARGES Afficher notre bar?me d'honoraires Afficher notre bar?me d'honoraires Afficher notre bar?me d'honoraires",Location Entrepôt 800 m² - Brignais (69530),2,www.geolocaux.com,69,2019-02-18 00:00:00,Malsch Properties,,5,FR,0481681788
pro,4372,FR,Malsch Properties,477,14314,Rillieux-la-Pape,69140,entrepot,N,FR,https://www.geolocaux.com/location/entrepot/rillieux-la-pape-69140/location-entrepot-477-m2-divisible-14314.html,https://www.geolocaux.com/sitemap_entrepot.xml,"RILLIEUX LA PAPE- ZI PERICA - Dans un ensemble immobilier bien tenu, Local d activite mixte compose 400 m2 d activite + 209m2 bureaux soit : 686 m2. 7 Places de parkings privatives. Disponible rapidement apres accord. Votre contact : Charles CANDAT 06.63.56.09.25. [email protected] ATTENTION LES PRIX DE NOS OFFRES SONT AFFICHES HORS TAXES ET HORS CHARGES Afficher notre bar?me d'honoraires Afficher notre bar?me d'honoraires Afficher notre bar?me d'honoraires",Location Entrepôt 477 m² - Rillieux-la-Pape (69140),2,www.geolocaux.com,69,2019-02-18 00:00:00,Malsch Properties,,5,FR,0481681788
pro,2099,FR,Malsch Properties,293,14558,Saint-Genis-Laval,69230,entrepot,N,FR,https://www.geolocaux.com/location/entrepot/saint-genis-laval-69230/location-entrepot-587-m2-divisible-14558.html,https://www.geolocaux.com/sitemap_entrepot.xml,Saint Genis Laval 69230. Parc mixte de tres bonne qualite offrant de multiples surfaces d activite et de bureaux. Locaux d activite de 380m2 compose de 87m2 de bureaux et locaux sociaux Acces rapide A450 - Parkings exterieurs : inclus # charles CANDAT 06.63.56.09.25. [email protected] ATTENTION LES PRIX DE NOS OFFRES SONT AFFICHES HORS TAXES ET HORS CHARGES Afficher notre bar?me d'honoraires Afficher notre bar?me d'honoraires Afficher notre bar?me d'honoraires,Location Entrepôt 293 m² - Saint-Genis-Laval (69230),2,www.geolocaux.com,69,2019-02-18 00:00:00,Malsch Properties,,1,FR,0481681788
pro,1455,FR,Malsch Properties,180,14148,Toussieu,69780,entrepot,N,FR,https://www.geolocaux.com/location/entrepot/toussieu-69780/location-entrepot-682-m2-divisible-14148.html,https://www.geolocaux.com/sitemap_entrepot.xml,"Est Lyonnais, a louer Toussieu 69780, local d activite a louer de 230m2 compose 50m2 de bureaux et 30m2 de mezzanine. proche parc technologique et a proximite immediate de l A46, en tres bon etat. disdponibilite rapide apres accord. votre contact : Charles CANDAT 06.63.56.09.25. [email protected] ATTENTION LES PRIX DE NOS OFFRES SONT AFFICHES HORS TAXES ET HORS CHARGES Afficher notre bar?me d'honoraires Afficher notre bar?me d'honoraires Afficher notre bar?me d'honoraires",Location Entrepôt 180 m² - Toussieu (69780),2,www.geolocaux.com,69,2019-02-18 00:00:00,Malsch Properties,,5,FR,0481681788
pro,1600,FR,Malsch Properties,320,14155,Pierre-Bénite,69310,entrepot,N,FR,https://www.geolocaux.com/location/entrepot/pierre-benite-69310/location-entrepot-320-m2-non-divisible-14155.html,https://www.geolocaux.com/sitemap_entrepot.xml,"ouest lyon, pierre benite a louer local d activite de 320m2 dote de 75m2 de bureaux de plain pied. une porte d acces, tres bon visuel depuis l autoroute A7. cette location est disponible rapidement apres accord. #Charles CANDAT 06.63.56.09.25. ATTENTION LES PRIX DE NOS OFFRES SONT AFFICHES HORS TAXES ET HORS CHARGES Afficher notre bar?me d'honoraires Afficher notre bar?me d'honoraires Afficher notre bar?me d'honoraires",Location Entrepôt 320 m² - Pierre-Bénite (69310),2,www.geolocaux.com,69,2019-02-18 00:00:00,Malsch Properties,,5,FR,0481681788
pro,5071,FR,Malsch Properties,340,14089,Vaulx-en-Velin,69120,entrepot,N,FR,https://www.geolocaux.com/location/entrepot/vaulx-en-velin-69120/location-entrepot-340-m2-divisible-14089.html,https://www.geolocaux.com/sitemap_entrepot.xml,vaulx en velin - 69120 - zone franche a louer locaux d activites a partir de 80 m2 et 160 m2 dans un parc recent. ideal pour du petit stockage ou artisants possibilite de louer des bureaux disponibles a partir de 50 m2. Cette location est disponible rapidement. ATTENTION LES PRIX DE NOS OFFRES SONT AFFICHES HORS TAXES ET HORS CHARGES Afficher notre bar?me d'honoraires Afficher notre bar?me d'honoraires Afficher notre bar?me d'honoraires,Location Entrepôt 340 m² - Vaulx-en-Velin (69120),2,www.geolocaux.com,69,2019-02-18 00:00:00,Malsch Properties,,5,FR,0481681788
pro,3306,FR,Malsch Properties,248,23505,Vaulx-en-Velin,69120,entrepot,N,FR,https://www.geolocaux.com/location/entrepot/vaulx-en-velin-69120/location-entrepot-248-m2-non-divisible-23505.html,https://www.geolocaux.com/sitemap_entrepot.xml,"69120- Vaulx en Velin- au sein d un parc d activite neuf et securise, a louer un batiment d une surface totale de 395 m2 dont : 248 m2 de Local d Activite non divisibles.147 m2 de Bureaux. Une porte sectionnelle electrique de plain pied. Sanitaires norme PMR, Electricite Ok, Climatisation dans les bureaux. Proche Rocade, Boulevard Urbain Est, Autoroutes. Parkings. Local tres recent disposant d excellentes prestations. Disponibilite immediate. Contact Jerome Gontier 06-63-29-85-18 ATTENTION LES PRIX DE NOS OFFRES SONT AFFICHES HORS TAXES ET HORS CHARGES Afficher notre bar?me d'honoraires Afficher notre bar?me d'honoraires Afficher notre bar?me d'honoraires",Location Entrepôt 248 m² - Vaulx-en-Velin (69120),2,www.geolocaux.com,69,2019-02-18 00:00:00,Malsch Properties,,5,FR,0481681788
pro,4134,FR,Malsch Properties,902,14009,Chassieu,69680,entrepot,N,FR,https://www.geolocaux.com/location/entrepot/chassieu-69680/location-entrepot-902-m2-divisible-14009.html,https://www.geolocaux.com/sitemap_entrepot.xml,"Chassieu - Rocade Est - Dans un ensemble immobilier de qualite clos et securise, local d activite de 426 m2 dote de 248m2 de bureaux eleves sur 2 niveaux. surface disponible au alentour de 125 m2 environ. Locaux en tres bon etat disponible immediatement. locaux d activites avec bureaux, proche A 42 et A 43. dans un parc ferme au sein de la zone industrielle Mi-plaine, proche eurexpo et aeroport de satolas. ideal pour une activite de stockage ou negoce, PME PMI, artisan. ATTENTION LES PRIX DE NOS OFFRES SONT AFFICHES HORS TAXES ET HORS CHARGES Afficher notre bar?me d'honoraires Afficher notre bar?me d'honoraires Afficher notre bar?me d'honoraires",Location Entrepôt 902 m² - Chassieu (69680),2,www.geolocaux.com,69,2019-02-18 00:00:00,Malsch Properties,,5,FR,0481681788
pro,777000,FR,Malsch Properties,2070,13977,Neuville-sur-Saône,69250,entrepot,N,FR,https://www.geolocaux.com/vente/entrepot/neuville-sur-saone-69250/vente-entrepot-2070-m2-divisible-13977.html,https://www.geolocaux.com/sitemap_entrepot.xml,"NEUVILLE/SAONE 69250 ZI LYON NORD, VAL de SAONE proche A6 et A 46 : A LOUER/A VENDRE Ensemble immobilier offrant de multiples surfaces adaptees a votre besoin . De 150 a 4000 m2 DIVISIBLES a tarif tres attractif pour stockage et activite. Possibilite de realiser un clef en main sur une tres belle parcelle de terrain attenante. Ref : 10364 plusieurs locaux d activites a vendre de 912, 365 m2 environ nous contacter Sandrine COURSAT-LAURENT Mob: 06 27 42 47 92 [email protected] ATTENTION LES PRIX DE NOS OFFRES SONT AFFICHES HORS TAXES ET HORS CHARGES Afficher notre bar?me d'honoraires Afficher notre bar?me d'honoraires Afficher notre bar?me d'honoraires",Vente Entrepôt 2 070 m² - Neuville-sur-Saône (69250),1,www.geolocaux.com,69,2019-02-18 00:00:00,Malsch Properties,,5,FR,0481681788
pro,9607,FR,Malsch Properties,2562,13976,Saint-Quentin-Fallavier,38070,entrepot,N,FR,https://www.geolocaux.com/location/entrepot/saint-quentin-fallavier-38070/location-entrepot-2562-m2-divisible-13976.html,https://www.geolocaux.com/sitemap_entrepot.xml,"ST QUENTIN FALLAVIER - prox Aeroport ST EXUPERY - local d activite a louer a partir de 164m2 Bonne hauteur, Acces semi PL .Loyer attractif. entrepots de stockage de 1462m2 dote de 175m2 de bureaux tres beau locaux a louer dote d une grande hauteur de porte de plain et de quai. #Charles CANDAT 06.63.56.09.25. ATTENTION LES PRIX DE NOS OFFRES SONT AFFICHES HORS TAXES ET HORS CHARGES Afficher notre bar?me d'honoraires Afficher notre bar?me d'honoraires Afficher notre bar?me d'honoraires",Location Entrepôt 2 562 m² - Saint-Quentin-Fallavier (38070),2,www.geolocaux.com,38,2019-02-18 00:00:00,Malsch Properties,,5,FR,0481681788
pro,,FR,Malsch Properties,239,13953,Saint-Priest,69800,entrepot,N,FR,https://www.geolocaux.com/location/entrepot/saint-priest-69800/location-entrepot-3000-m2-divisible-13953.html,https://www.geolocaux.com/sitemap_entrepot.xml,"ST PRIEST 69800 - A LOUER - Locaux d activite mixte de 677m2 dote de 438m2 de bureaux et 239m2 d atelier.ces lo disponibles a la location a proximite du peripherique Laurent BONNEVAY, entrepots dotes d une porte de plain-pied pour porteurs ou camionettes Les Bureaux d accompagnement disposent de tres belles prestations. Nombreux parkings exterieurs et vastes aires de manÅ uvres PL. #Votre contact Charles CANDAT 06.63.56.09.25. ATTENTION LES PRIX DE NOS OFFRES SONT AFFICHES HORS TAXES ET HORS CHARGES Afficher notre bar?me d'honoraires Afficher notre bar?me d'honoraires Afficher notre bar?me d'honoraires",Location Entrepôt 239 m² - Saint-Priest (69800),2,www.geolocaux.com,69,2019-02-18 00:00:00,Malsch Properties,,5,FR,0481681788
pro,620000,FR,Malsch Properties,162,14045,Bron,69500,entrepot,N,FR,https://www.geolocaux.com/vente/entrepot/bron-69500/vente-entrepot-162-m2-non-divisible-14045.html,https://www.geolocaux.com/sitemap_entrepot.xml,"Bron 69500, a vendre sur un terrain de 552 m2, une maison d habitation amenagee au 1er etage en appartement et en commerce / atelier en rez-de-chaussee. Beaux lineaire de vitrine. ATTENTION LES PRIX DE NOS OFFRES SONT AFFICHES HORS TAXES ET HORS CHARGES Afficher notre bar?me d'honoraires Afficher notre bar?me d'honoraires Afficher notre bar?me d'honoraires",Vente Entrepôt 162 m² - Bron (69500),1,www.geolocaux.com,69,2019-02-18 00:00:00,Malsch Properties,,4,FR,0481681788
pro,1500000,FR,Malsch Properties,1877,13880,Grigny,69520,entrepot,N,FR,https://www.geolocaux.com/vente/entrepot/grigny-69520/vente-entrepot-1877-m2-non-divisible-13880.html,https://www.geolocaux.com/sitemap_entrepot.xml,"Grigny a vendre site industriel de 2900 m2 environ sur un tres grand terrain ferme et enrobe de 10307 m2 en bordure d un axe passant et proche des autoroutes A 7 / 47. equipe pont roulant de 5 Tonnes, atelier chauffe. puissance electrique verte. Bureaux de 450 m2 chauffe, climatise en partie. Sandrine COURSAT-LAURENT Mob: 06 27 42 47 92 Mail : [email protected] ATTENTION LES PRIX DE NOS OFFRES SONT AFFICHES HORS TAXES ET HORS CHARGES Afficher notre bar?me d'honoraires Afficher notre bar?me d'honoraires Afficher notre bar?me d'honoraires",Vente Entrepôt 1 877 m² - Grigny (69520),1,www.geolocaux.com,69,2019-02-18 00:00:00,Malsch Properties,,5,FR,0481681788
pro,2566,FR,Malsch Properties,440,14065,Rillieux-la-Pape,69140,entrepot,N,FR,https://www.geolocaux.com/location/entrepot/rillieux-la-pape-69140/location-entrepot-440-m2-non-divisible-14065.html,https://www.geolocaux.com/sitemap_entrepot.xml,"A louer au Nord de Lyon - 69140 - Rillieux la pape, des belles surfaces idealement pour du Show Room avec bureaux et stockage dans un Parc D activites recent situes en Zone Franche. les surfaces sont de 440m2 avec du parkings devant et autour du batiment. Tres bonne desserte autoroutiere avec la bretelle d autoroute pour Paris ou Geneve et les Alpes. Environnement sympa avec restauration sur place et le Lyon Golf Indoor . nous contacter ATTENTION LES PRIX DE NOS OFFRES SONT AFFICHES HORS TAXES ET HORS CHARGES Afficher notre bar?me d'honoraires Afficher notre bar?me d'honoraires Afficher notre bar?me d'honoraires",Location Entrepôt 440 m² - Rillieux-la-Pape (69140),2,www.geolocaux.com,69,2019-02-18 00:00:00,Malsch Properties,,5,FR,0481681788
pro,8452,FR,Malsch Properties,2070,13978,Neuville-sur-Saône,69250,entrepot,N,FR,https://www.geolocaux.com/location/entrepot/neuville-sur-saone-69250/location-entrepot-2070-m2-divisible-13978.html,https://www.geolocaux.com/sitemap_entrepot.xml,"NEUVILLE/SAONE 69250 ZI LYON NORD, VAL de SAONE proche A6 et A 46 : A LOUER/A VENDRE Ensemble immobilier offrant de multiples surfaces adaptees a votre besoin . De 150 a 4000 m2 DIVISIBLES a tarif tres attractif pour stockage et activite. Possibilite de realiser un clef en main sur une tres belle parcelle de terrain attenante. Ref : 10364 plusieurs locaux d activites a vendre de 912, 365 m2 environ nous contacter Sandrine COURSAT-LAURENT Mob: 06 27 42 47 92 [email protected] ATTENTION LES PRIX DE NOS OFFRES SONT AFFICHES HORS TAXES ET HORS CHARGES Afficher notre bar?me d'honoraires Afficher notre bar?me d'honoraires Afficher notre bar?me d'honoraires",Location Entrepôt 2 070 m² - Neuville-sur-Saône (69250),2,www.geolocaux.com,69,2019-02-18 00:00:00,Malsch Properties,,5,FR,0481681788
pro,2099,FR,Malsch Properties,293,14093,Saint-Genis-Laval,69230,entrepot,N,FR,https://www.geolocaux.com/location/entrepot/saint-genis-laval-69230/location-entrepot-534-m2-divisible-14093.html,https://www.geolocaux.com/sitemap_entrepot.xml,ST GENIS LAVAL a louer local d activite de 380m2 compose de 86m2 de bureaux. ces locaux disponibles immediatement a la location sont idealement places entre Birgnias et Tassin la demil lune. Au sein d un parc mixte de tres bonne qualite offrant de multiples surfaces d activite et de bureaux a louer. Idealement situe en bordure de l A450. # charles CANDAT 06.63.56.09.25. [email protected] ATTENTION LES PRIX DE NOS OFFRES SONT AFFICHES HORS TAXES ET HORS CHARGES Afficher notre bar?me d'honoraires Afficher notre bar?me d'honoraires Afficher notre bar?me d'honoraires,Location Entrepôt 293 m² - Saint-Genis-Laval (69230),2,www.geolocaux.com,69,2019-02-18 00:00:00,Malsch Properties,,5,FR,0481681788
